Chr : 16 || GC : 1000 || CM : 70 is a Match
Chr : 5 || GC : 1819 || CM : 70 is a Match
Chr : 2 || GC : 1821 || CM : 82 is a Match
Chr : 2 || GC : 1822 || CM : 182 is a Match
Chr : 14 || GC : 1823 || CM : 54 is a Match
Chr : 7 || GC : 1824 || CM : 66 is a Match
Chr : 8 || GC : 1824 || CM : 55 is a Match
Chr : 2 || GC : 1825 || CM : 125 is a Match
Chr : 6 || GC : 1826 || CM : 131 is a Match
Chr : 16 || GC : 1827 || CM : 82 is a Match
Chr : 2 || GC : 1827 || CM : 144 is a Match
Chr : 9 || GC : 1827 || CM : 58 is a Match
Chr : 12 || GC : 1828 || CM : 61 is a Match
Chr : 15 || GC : 1828 || CM : 51 is a Match
Chr : 10 || GC : 1830 || CM : 107 is a Match
Chr : 7 || GC : 1831 || CM : 106 is a Match
Chr : 12 || GC : 1832 || CM : 128 is a Match
Chr : 11 || GC : 1833 || CM : 61 is a Match
Chr : 2 || GC : 1834 || CM : 126 is a Match
Chr : 22 || GC : 1835 || CM : 34 is a Match
Chr : 7 || GC : 1835 || CM : 129 is a Match
Chr : 1 || GC : 1836 || CM : 186 is a Match
Chr : 10 || GC : 1838 || CM : 75 is a Match
Chr : 5 || GC : 1838 || CM : 110 is a Match
Chr : 7 || GC : 1838 || CM : 36 is a Match
Chr : 14 || GC : 1839 || CM : 76 is a Match
Chr : 2 || GC : 1839 || CM : 63 is a Match
Chr : 18 || GC : 1840 || CM : 46 is a Match
Chr : 2 || GC : 1841 || CM : 209 is a Match
Chr : 6 || GC : 1843 || CM : 105 is a Match
Chr : 7 || GC : 1843 || CM : 27 is a Match
Chr : 18 || GC : 1844 || CM : 77 is a Match
Chr : 6 || GC : 1846 || CM : 118 is a Match
Chr : 10 || GC : 1848 || CM : 124 is a Match
Chr : 2 || GC : 1848 || CM : 145 is a Match
Chr : 7 || GC : 1849 || CM : 105 is a Match
Chr : 5 || GC : 1851 || CM : 150 is a Match
Chr : 17 || GC : 1852 || CM : 66 is a Match
Chr : 1 || GC : 1855 || CM : 99 is a Match
Chr : 3 || GC : 1855 || CM : 124 is a Match
Chr : 11 || GC : 1856 || CM : 111 is a Match
Chr : 4 || GC : 1856 || CM : 64 is a Match
Chr : 4 || GC : 1857 || CM : 63 is a Match
Chr : 10 || GC : 1858 || CM : 74 is a Match
Chr : 1 || GC : 1858 || CM : 148 is a Match
Chr : 9 || GC : 1858 || CM : 115 is a Match
Chr : 3 || GC : 1859 || CM : 144 is a Match
Chr : 2 || GC : 1863 || CM : 54 is a Match
Chr : 4 || GC : 1863 || CM : 108 is a Match
Chr : 6 || GC : 1863 || CM : 133 is a Match
Chr : 8 || GC : 1864 || CM : 4 is a Match
Chr : 10 || GC : 1865 || CM : 109 is a Match
Chr : 2 || GC : 1865 || CM : 146 is a Match
Chr : 13 || GC : 1866 || CM : 81 is a Match
Chr : 3 || GC : 1869 || CM : 133 is a Match
Chr : 12 || GC : 1870 || CM : 60 is a Match
Chr : 3 || GC : 1870 || CM : 62 is a Match
Chr : 8 || GC : 1870 || CM : 8 is a Match
Chr : 5 || GC : 1872 || CM : 160 is a Match
Chr : 10 || GC : 1873 || CM : 112 is a Match
Chr : 1 || GC : 1873 || CM : 106 is a Match
Chr : 7 || GC : 1873 || CM : 110 is a Match
Chr : 12 || GC : 1874 || CM : 127 is a Match
Chr : 15 || GC : 1874 || CM : 39 is a Match
Chr : 2 || GC : 1874 || CM : 69 is a Match
Chr : 5 || GC : 1874 || CM : 121 is a Nopes
Chr : 12 || GC : 1875 || CM : 110 is a Match
Chr : 8 || GC : 1875 || CM : 121 is a Match
Chr : 10 || GC : 1876 || CM : 79 is a Match
Chr : 3 || GC : 1876 || CM : 161 is a Match
Chr : 8 || GC : 1876 || CM : 93 is a Match
Chr : 2 || GC : 1878 || CM : 109 is a Match
Chr : 2 || GC : 1883 || CM : 124 is a Match
Chr : 11 || GC : 1884 || CM : 74 is a Match
Chr : 4 || GC : 1884 || CM : 76 is a Match
Chr : 11 || GC : 1885 || CM : 46 is a Match
Chr : 22 || GC : 1887 || CM : 37 is a Match
Chr : 11 || GC : 1889 || CM : 102 is a Match
Chr : 4 || GC : 1890 || CM : 107 is a Match
Chr : 14 || GC : 1892 || CM : 45 is a Match
Chr : 1 || GC : 1893 || CM : 196 is a Match
Chr : 5 || GC : 1893 || CM : 129 is a Match
Chr : 1 || GC : 1894 || CM : 78 is a Match
Chr : 9 || GC : 1894 || CM : 101 is a Match
Chr : 5 || GC : 1897 || CM : 120 is a Nopes
Chr : 1 || GC : 1899 || CM : 156 is a Match
Chr : 2 || GC : 1899 || CM : 116 is a Match
Chr : 10 || GC : 1900 || CM : 101 is a Match
Chr : 13 || GC : 1900 || CM : 83 is a Match
Chr : 13 || GC : 1901 || CM : 79 is a Match
Chr : 4 || GC : 1903 || CM : 130 is a Match
Chr : 1 || GC : 1904 || CM : 183 is a Match
Chr : 9 || GC : 1904 || CM : 53 is a Match
Chr : 8 || GC : 1906 || CM : 113 is a Match
Chr : 8 || GC : 1906 || CM : 98 is a Match
Chr : 6 || GC : 1908 || CM : 150 is a Match
Chr : 8 || GC : 1908 || CM : 18 is a Match
Chr : 2 || GC : 1909 || CM : 81 is a Match
Chr : 4 || GC : 1910 || CM : 122 is a Match
Chr : 12 || GC : 1911 || CM : 64 is a Match
Chr : 2 || GC : 1911 || CM : 208 is a Match
Chr : 5 || GC : 1911 || CM : 114 is a Match
Chr : 8 || GC : 1911 || CM : 7 is a Match
Chr : 10 || GC : 1912 || CM : 73 is a Match
Chr : 1 || GC : 1912 || CM : 151 is a Match
Chr : 1 || GC : 1913 || CM : 105 is a Match
Chr : 10 || GC : 1916 || CM : 106 is a Match
Chr : 6 || GC : 1916 || CM : 103 is a Match
Chr : 10 || GC : 1917 || CM : 44 is a Match
Chr : 1 || GC : 1919 || CM : 115 is a Match
Chr : 4 || GC : 1919 || CM : 35 is a Match
Chr : 1 || GC : 1921 || CM : 77 is a Match
Chr : 4 || GC : 1921 || CM : 109 is a Match
Chr : 12 || GC : 1922 || CM : 89 is a Match
Chr : 5 || GC : 1924 || CM : 112 is a Match
Chr : 5 || GC : 1924 || CM : 140 is a Match
Chr : 5 || GC : 1924 || CM : 164 is a Match
Chr : 14 || GC : 1925 || CM : 81 is a Match
Chr : 12 || GC : 1926 || CM : 76 is a Match
Chr : 1 || GC : 1928 || CM : 113 is a Match
Chr : 3 || GC : 1929 || CM : 134 is a Match
Chr : 8 || GC : 1929 || CM : 120 is a Match
Chr : 2 || GC : 1934 || CM : 190 is a Match
Chr : 10 || GC : 1937 || CM : 111 is a Match
Chr : 2 || GC : 1937 || CM : 115 is a Match
Chr : 1 || GC : 1938 || CM : 149 is a Match
Chr : 2 || GC : 1938 || CM : 103 is a Match
Chr : 2 || GC : 1938 || CM : 170 is a Match
Chr : 1 || GC : 1939 || CM : 154 is a Match
Chr : 7 || GC : 1939 || CM : 103 is a Match
Chr : 2 || GC : 1940 || CM : 199 is a Match
Chr : 5 || GC : 1940 || CM : 113 is a Match
Chr : 2 || GC : 1942 || CM : 59 is a Match
Chr : 17 || GC : 1943 || CM : 72 is a Match
Chr : 8 || GC : 1943 || CM : 74 is a Match
Chr : 16 || GC : 1944 || CM : 87 is a Match
Chr : 13 || GC : 1945 || CM : 80 is a Match
Chr : 2 || GC : 1945 || CM : 152 is a Match
Chr : 7 || GC : 1945 || CM : 120 is a Match
Chr : 2 || GC : 1947 || CM : 198 is a Match
Chr : 4 || GC : 1947 || CM : 34 is a Match
Chr : 2 || GC : 1950 || CM : 164 is a Match
Chr : 5 || GC : 1950 || CM : 126 is a Match
Chr : 5 || GC : 1950 || CM : 165 is a Match
Chr : 8 || GC : 1950 || CM : 78 is a Match
Chr : 15 || GC : 1951 || CM : 50 is a Match
Chr : 1 || GC : 1952 || CM : 185 is a Match
Chr : 4 || GC : 1953 || CM : 22 is a Match
Chr : 4 || GC : 1953 || CM : 79 is a Match
Chr : 5 || GC : 1953 || CM : 76 is a Match
Chr : 5 || GC : 1954 || CM : 111 is a Match
Chr : 11 || GC : 1955 || CM : 73 is a Match
Chr : 4 || GC : 1957 || CM : 65 is a Match
Chr : 7 || GC : 1959 || CM : 101 is a Match
Chr : 6 || GC : 1960 || CM : 102 is a Match
Chr : 10 || GC : 1961 || CM : 77 is a Match
Chr : 1 || GC : 1961 || CM : 114 is a Match
Chr : 3 || GC : 1961 || CM : 114 is a Match
Chr : 11 || GC : 1962 || CM : 90 is a Nopes
Chr : 15 || GC : 1962 || CM : 84 is a Match
Chr : 1 || GC : 1962 || CM : 180 is a Match
Chr : 7 || GC : 1962 || CM : 128 is a Match
Chr : 7 || GC : 1962 || CM : 38 is a Match
Chr : 17 || GC : 1963 || CM : 53 is a Match
Chr : 7 || GC : 1964 || CM : 122 is a Match
Chr : 10 || GC : 1966 || CM : 78 is a Match
Chr : 22 || GC : 1966 || CM : 35 is a Match
Chr : 7 || GC : 1968 || CM : 102 is a Match
Chr : 11 || GC : 1973 || CM : 72 is a Match
Chr : 2 || GC : 1973 || CM : 70 is a Match
Chr : 5 || GC : 1974 || CM : 134 is a Match
Chr : 5 || GC : 1974 || CM : 71 is a Match
Chr : 8 || GC : 1975 || CM : 60 is a Match
Chr : 5 || GC : 1977 || CM : 118 is a Match
Chr : 14 || GC : 1983 || CM : 55 is a Match
Chr : 2 || GC : 1985 || CM : 104 is a Match
Chr : 9 || GC : 1985 || CM : 107 is a Match
Chr : 18 || GC : 1987 || CM : 62 is a Match
Chr : 6 || GC : 1987 || CM : 77 is a Match
Chr : 6 || GC : 1987 || CM : 87 is a Match
Chr : 8 || GC : 1990 || CM : 75 is a Match
Chr : 18 || GC : 1992 || CM : 65 is a Match
Chr : 10 || GC : 1994 || CM : 105 is a Match
Chr : 13 || GC : 1995 || CM : 82 is a Match
Chr : 4 || GC : 1995 || CM : 106 is a Match
Chr : 14 || GC : 1996 || CM : 80 is a Match
Chr : 16 || GC : 1998 || CM : 94 is a Match
Chr : 3 || GC : 2000 || CM : 115 is a Match
Chr : 8 || GC : 2001 || CM : 61 is a Match
Chr : 10 || GC : 2002 || CM : 102 is a Match
Chr : 2 || GC : 2002 || CM : 183 is a Match
Chr : 6 || GC : 2003 || CM : 48 is a Match
Chr : 8 || GC : 2005 || CM : 24 is a Match
Chr : 9 || GC : 2006 || CM : 57 is a Match
Chr : 7 || GC : 2008 || CM : 94 is a Match
Chr : 15 || GC : 2010 || CM : 41 is a Match
Chr : 7 || GC : 2010 || CM : 37 is a Match
Chr : 4 || GC : 2011 || CM : 110 is a Match
Chr : 1 || GC : 2013 || CM : 235 is a Match
Chr : 3 || GC : 2015 || CM : 64 is a Match
Chr : 16 || GC : 2017 || CM : 59 is a Match
Chr : 2 || GC : 2017 || CM : 68 is a Match
Chr : 10 || GC : 2018 || CM : 103 is a Match
Chr : 3 || GC : 2019 || CM : 116 is a Match
Chr : 10 || GC : 2020 || CM : 122 is a Match
Chr : 9 || GC : 2020 || CM : 102 is a Match
Chr : 9 || GC : 2020 || CM : 106 is a Match
Chr : 11 || GC : 2021 || CM : 60 is a Match
Chr : 17 || GC : 2021 || CM : 67 is a Match
Chr : 11 || GC : 2024 || CM : 103 is a Match
Chr : 8 || GC : 2024 || CM : 6 is a Match
Chr : 8 || GC : 2024 || CM : 76 is a Match
Chr : 1 || GC : 2025 || CM : 72 is a Match
Chr : 5 || GC : 2025 || CM : 115 is a Match
Chr : 8 || GC : 2025 || CM : 5 is a Match
Chr : 9 || GC : 2027 || CM : 65 is a Match
Chr : 10 || GC : 2029 || CM : 58 is a Match
Chr : 3 || GC : 2030 || CM : 125 is a Match
Chr : 3 || GC : 2030 || CM : 128 is a Match
Chr : 12 || GC : 2031 || CM : 77 is a Match
Chr : 12 || GC : 2032 || CM : 75 is a Match
Chr : 4 || GC : 2032 || CM : 123 is a Match
Chr : 10 || GC : 2035 || CM : 76 is a Match
Chr : 11 || GC : 2035 || CM : 104 is a Match
Chr : 13 || GC : 2036 || CM : 61 is a Match
Chr : 1 || GC : 2036 || CM : 119 is a Match
Chr : 18 || GC : 2037 || CM : 59 is a Match
Chr : 12 || GC : 2038 || CM : 88 is a Match
Chr : 9 || GC : 2039 || CM : 98 is a Match
Chr : 10 || GC : 2041 || CM : 117 is a Match
Chr : 12 || GC : 2041 || CM : 113 is a Match
Chr : 14 || GC : 2043 || CM : 37 is a Match
Chr : 10 || GC : 2044 || CM : 72 is a Match
Chr : 2 || GC : 2044 || CM : 61 is a Match
Chr : 8 || GC : 2044 || CM : 77 is a Match
Chr : 1 || GC : 2045 || CM : 120 is a Match
Chr : 6 || GC : 2045 || CM : 119 is a Match
Chr : 3 || GC : 2047 || CM : 57 is a Match
Chr : 6 || GC : 2048 || CM : 73 is a Match
Chr : 8 || GC : 1079 || CM : 124 is a Match
Chr : 10 || GC : 1080 || CM : 31 is a Match
Chr : 13 || GC : 1080 || CM : 20 is a Match
Chr : 20 || GC : 1080 || CM : 31 is a Match
Chr : 1 || GC : 1081 || CM : 169 is a Match
Chr : 6 || GC : 1081 || CM : 71 is a Match
Chr : 1 || GC : 1083 || CM : 62 is a Match
Chr : 5 || GC : 1083 || CM : 86 is a Match
Chr : 12 || GC : 1084 || CM : 15 is a Match
Chr : 16 || GC : 1084 || CM : 30 is a Match
Chr : 1 || GC : 1084 || CM : 55 is a Match
Chr : 5 || GC : 1084 || CM : 179 is a Match
Chr : 5 || GC : 1084 || CM : 54 is a Match
Chr : 11 || GC : 1085 || CM : 128 is a Match
Chr : 1 || GC : 1085 || CM : 86 is a Match
Chr : 9 || GC : 1085 || CM : 29 is a Match
Chr : 9 || GC : 1085 || CM : 93 is a Match
Chr : 12 || GC : 1086 || CM : 70 is a Match
Chr : 15 || GC : 1086 || CM : 69 is a Match
Chr : 18 || GC : 1086 || CM : 89 is a Match
Chr : 19 || GC : 1086 || CM : 42 is a Match
Chr : 5 || GC : 1086 || CM : 87 is a Match
Chr : 7 || GC : 1086 || CM : 14 is a Match
Chr : 7 || GC : 1086 || CM : 42 is a Match
Chr : 8 || GC : 1086 || CM : 163 is a Match
Chr : 9 || GC : 1086 || CM : 11 is a Match
Chr : 16 || GC : 1087 || CM : 31 is a Match
Chr : 4 || GC : 1087 || CM : 38 is a Match
Chr : 6 || GC : 1088 || CM : 189 is a Match
Chr : 17 || GC : 1089 || CM : 87 is a Match
Chr : 19 || GC : 1089 || CM : 35 is a Match
Chr : 3 || GC : 1089 || CM : 18 is a Match
Chr : 8 || GC : 1089 || CM : 105 is a Match
Chr : 9 || GC : 1089 || CM : 50 is a Match
Chr : 6 || GC : 1090 || CM : 32 is a Match
Chr : 11 || GC : 1091 || CM : 38 is a Match
Chr : 17 || GC : 1091 || CM : 96 is a Match
Chr : 22 || GC : 1091 || CM : 64 is a Match
Chr : 5 || GC : 1091 || CM : 33 is a Match
Chr : 6 || GC : 1091 || CM : 137 is a Match
Chr : 12 || GC : 1092 || CM : 90 is a Match
Chr : 5 || GC : 1092 || CM : 155 is a Match
Chr : 7 || GC : 1092 || CM : 80 is a Match
Chr : 16 || GC : 1093 || CM : 24 is a Match
Chr : 7 || GC : 1094 || CM : 45 is a Match
Chr : 10 || GC : 1095 || CM : 36 is a Match
Chr : 15 || GC : 1095 || CM : 96 is a Match
Chr : 16 || GC : 1095 || CM : 102 is a Match
Chr : 1 || GC : 1095 || CM : 256 is a Match
Chr : 11 || GC : 1096 || CM : 143 is a Match
Chr : 17 || GC : 1096 || CM : 97 is a Match
Chr : 1 || GC : 1096 || CM : 85 is a Match
Chr : 20 || GC : 1096 || CM : 78 is a Match
Chr : 3 || GC : 1096 || CM : 23 is a Match
Chr : 5 || GC : 1096 || CM : 157 is a Match
Chr : 14 || GC : 1097 || CM : 84 is a Match
Chr : 1 || GC : 1097 || CM : 17 is a Match
Chr : 20 || GC : 1097 || CM : 77 is a Match
Chr : 10 || GC : 1098 || CM : 87 is a Match
Chr : 12 || GC : 1098 || CM : 130 is a Match
Chr : 15 || GC : 1098 || CM : 54 is a Match
Chr : 10 || GC : 1099 || CM : 138 is a Match
Chr : 20 || GC : 1099 || CM : 43 is a Match
Chr : 2 || GC : 1099 || CM : 30 is a Match
Chr : 7 || GC : 1100 || CM : 61 is a Match
Chr : 9 || GC : 1100 || CM : 19 is a Match
Chr : 15 || GC : 1101 || CM : 58 is a Match
Chr : 16 || GC : 1101 || CM : 7 is a Match
Chr : 10 || GC : 1102 || CM : 52 is a Match
Chr : 19 || GC : 1102 || CM : 28 is a Match
Chr : 4 || GC : 1102 || CM : 164 is a Match
Chr : 6 || GC : 1103 || CM : 29 is a Match
Chr : 20 || GC : 1104 || CM : 7 is a Match
Chr : 5 || GC : 1104 || CM : 146 is a Match
Chr : 16 || GC : 1105 || CM : 35 is a Match
Chr : 3 || GC : 1106 || CM : 148 is a Match
Chr : 7 || GC : 1106 || CM : 156 is a Match
Chr : 19 || GC : 1107 || CM : 31 is a Match
Chr : 4 || GC : 1107 || CM : 55 is a Match
Chr : 16 || GC : 1108 || CM : 26 is a Match
Chr : 17 || GC : 1109 || CM : 111 is a Match
Chr : 2 || GC : 1109 || CM : 2 is a Match
Chr : 5 || GC : 1109 || CM : 20 is a Match
Chr : 10 || GC : 1110 || CM : 14 is a Match
Chr : 10 || GC : 1110 || CM : 85 is a Match
Chr : 16 || GC : 1110 || CM : 106 is a Match
Chr : 2 || GC : 1110 || CM : 236 is a Match
Chr : 20 || GC : 1111 || CM : 76 is a Match
Chr : 3 || GC : 1111 || CM : 17 is a Match
Chr : 6 || GC : 1111 || CM : 25 is a Match
Chr : 1 || GC : 1112 || CM : 159 is a Match
Chr : 2 || GC : 1112 || CM : 234 is a Match
Chr : 3 || GC : 1112 || CM : 149 is a Match
Chr : 5 || GC : 1112 || CM : 204 is a Match
Chr : 12 || GC : 1113 || CM : 119 is a Match
Chr : 6 || GC : 1113 || CM : 61 is a Match
Chr : 11 || GC : 1114 || CM : 79 is a Match
Chr : 20 || GC : 1115 || CM : 61 is a Match
Chr : 10 || GC : 1116 || CM : 32 is a Match
Chr : 2 || GC : 1116 || CM : 27 is a Match
Chr : 10 || GC : 1117 || CM : 156 is a Match
Chr : 17 || GC : 1118 || CM : 94 is a Match
Chr : 21 || GC : 1118 || CM : 20 is a Match
Chr : 21 || GC : 1118 || CM : 35 is a Match
Chr : 5 || GC : 1118 || CM : 83 is a Match
Chr : 16 || GC : 1119 || CM : 8 is a Match
Chr : 1 || GC : 1119 || CM : 56 is a Match
Chr : 6 || GC : 1119 || CM : 28 is a Match
Chr : 16 || GC : 1120 || CM : 54 is a Match
Chr : 21 || GC : 1121 || CM : 33 is a Match
Chr : 6 || GC : 1121 || CM : 153 is a Match
Chr : 9 || GC : 1121 || CM : 137 is a Match
Chr : 16 || GC : 1122 || CM : 2 is a Match
Chr : 2 || GC : 1122 || CM : 29 is a Match
Chr : 4 || GC : 1122 || CM : 18 is a Match
Chr : 5 || GC : 1122 || CM : 88 is a Match
Chr : 10 || GC : 1123 || CM : 129 is a Match
Chr : 6 || GC : 1123 || CM : 37 is a Match
Chr : 12 || GC : 1124 || CM : 21 is a Match
Chr : 11 || GC : 1125 || CM : 138 is a Match
Chr : 13 || GC : 1125 || CM : 1 is a Match
Chr : 19 || GC : 1125 || CM : 37 is a Match
Chr : 5 || GC : 1125 || CM : 94 is a Match
Chr : 12 || GC : 1126 || CM : 140 is a Match
Chr : 1 || GC : 1126 || CM : 209 is a Match
Chr : 9 || GC : 1127 || CM : 85 is a Match
Chr : 14 || GC : 1128 || CM : 19 is a Match
Chr : 5 || GC : 1130 || CM : 171 is a Match
Chr : 3 || GC : 1131 || CM : 186 is a Match
Chr : 4 || GC : 1131 || CM : 154 is a Match
Chr : 5 || GC : 1131 || CM : 18 is a Match
Chr : 8 || GC : 1131 || CM : 81 is a Match
Chr : 18 || GC : 1133 || CM : 86 is a Match
Chr : 22 || GC : 1133 || CM : 20 is a Match
Chr : 6 || GC : 1133 || CM : 99 is a Match
Chr : 10 || GC : 1134 || CM : 34 is a Match
Chr : 5 || GC : 1134 || CM : 97 is a Match
Chr : 13 || GC : 1135 || CM : 37 is a Match
Chr : 21 || GC : 1135 || CM : 19 is a Match
Chr : 8 || GC : 1135 || CM : 86 is a Match
Chr : 13 || GC : 1136 || CM : 66 is a Match
Chr : 5 || GC : 1136 || CM : 158 is a Match
Chr : 6 || GC : 1136 || CM : 113 is a Match
Chr : 11 || GC : 1137 || CM : 52 is a Match
Chr : 9 || GC : 1137 || CM : 127 is a Match
Chr : 9 || GC : 1137 || CM : 146 is a Match
Chr : 2 || GC : 1138 || CM : 226 is a Match
Chr : 6 || GC : 1138 || CM : 17 is a Match
Chr : 4 || GC : 1139 || CM : 177 is a Match
Chr : 15 || GC : 1140 || CM : 1 is a Match
Chr : 4 || GC : 1140 || CM : 92 is a Match
Chr : 11 || GC : 1141 || CM : 40 is a Match
Chr : 5 || GC : 1143 || CM : 85 is a Match
Chr : 6 || GC : 1143 || CM : 98 is a Match
Chr : 4 || GC : 1144 || CM : 26 is a Match
Chr : 9 || GC : 1144 || CM : 147 is a Match
Chr : 13 || GC : 1145 || CM : 64 is a Match
Chr : 2 || GC : 1145 || CM : 142 is a Match
Chr : 16 || GC : 1146 || CM : 72 is a Match
Chr : 21 || GC : 1146 || CM : 17 is a Match
Chr : 2 || GC : 1147 || CM : 34 is a Match
Chr : 8 || GC : 1147 || CM : 138 is a Match
Chr : 9 || GC : 1148 || CM : 110 is a Match
Chr : 1 || GC : 1149 || CM : 41 is a Match
Chr : 4 || GC : 1149 || CM : 68 is a Match
Chr : 9 || GC : 1149 || CM : 20 is a Match
Chr : 10 || GC : 1150 || CM : 20 is a Match
Chr : 21 || GC : 1150 || CM : 34 is a Match
Chr : 2 || GC : 1150 || CM : 172 is a Match
Chr : 4 || GC : 1150 || CM : 61 is a Match
Chr : 10 || GC : 1151 || CM : 130 is a Match
Chr : 13 || GC : 1151 || CM : 65 is a Match
Chr : 16 || GC : 1151 || CM : 73 is a Match
Chr : 1 || GC : 1151 || CM : 241 is a Match
Chr : 4 || GC : 1151 || CM : 31 is a Match
Chr : 7 || GC : 1151 || CM : 3 is a Match
Chr : 8 || GC : 1152 || CM : 37 is a Match
Chr : 12 || GC : 1153 || CM : 120 is a Match
Chr : 15 || GC : 1153 || CM : 17 is a Match
Chr : 18 || GC : 1153 || CM : 99 is a Match
Chr : 12 || GC : 1154 || CM : 31 is a Match
Chr : 5 || GC : 1154 || CM : 29 is a Match
Chr : 10 || GC : 1156 || CM : 133 is a Match
Chr : 11 || GC : 1156 || CM : 120 is a Match
Chr : 17 || GC : 1156 || CM : 75 is a Match
Chr : 21 || GC : 1156 || CM : 62 is a Match
Chr : 2 || GC : 1156 || CM : 95 is a Match
Chr : 20 || GC : 1157 || CM : 72 is a Match
Chr : 1 || GC : 1158 || CM : 189 is a Match
Chr : 1 || GC : 1158 || CM : 203 is a Match
Chr : 7 || GC : 1159 || CM : 149 is a Match
Chr : 9 || GC : 1160 || CM : 31 is a Match
Chr : 3 || GC : 1161 || CM : 158 is a Match
Chr : 9 || GC : 1161 || CM : 30 is a Match
Chr : 14 || GC : 1162 || CM : 18 is a Match
Chr : 19 || GC : 1162 || CM : 63 is a Match
Chr : 3 || GC : 1162 || CM : 178 is a Match
Chr : 4 || GC : 1162 || CM : 163 is a Match
Chr : 10 || GC : 1163 || CM : 139 is a Match
Chr : 10 || GC : 1163 || CM : 54 is a Match
Chr : 16 || GC : 1163 || CM : 64 is a Match
Chr : 4 || GC : 1163 || CM : 178 is a Match
Chr : 8 || GC : 1163 || CM : 150 is a Match
Chr : 12 || GC : 1164 || CM : 25 is a Nopes
Chr : 19 || GC : 1164 || CM : 67 is a Match
Chr : 20 || GC : 1166 || CM : 71 is a Match
Chr : 3 || GC : 1168 || CM : 121 is a Match
Chr : 17 || GC : 1169 || CM : 80 is a Match
Chr : 7 || GC : 1170 || CM : 114 is a Match
Chr : 13 || GC : 1172 || CM : 38 is a Match
Chr : 17 || GC : 1172 || CM : 95 is a Match
Chr : 14 || GC : 1173 || CM : 51 is a Match
Chr : 21 || GC : 1173 || CM : 46 is a Match
Chr : 5 || GC : 1173 || CM : 19 is a Match
Chr : 6 || GC : 1173 || CM : 26 is a Match
Chr : 10 || GC : 1174 || CM : 132 is a Match
Chr : 11 || GC : 1174 || CM : 39 is a Match
Chr : 16 || GC : 1174 || CM : 14 is a Match
Chr : 16 || GC : 1174 || CM : 3 is a Match
Chr : 9 || GC : 1176 || CM : 33 is a Match
Chr : 10 || GC : 1177 || CM : 148 is a Match
Chr : 6 || GC : 1177 || CM : 126 is a Match
Chr : 11 || GC : 1178 || CM : 41 is a Match
Chr : 19 || GC : 1178 || CM : 69 is a Match
Chr : 5 || GC : 1178 || CM : 80 is a Match
Chr : 10 || GC : 1179 || CM : 26 is a Match
Chr : 18 || GC : 1179 || CM : 88 is a Match
Chr : 7 || GC : 1179 || CM : 155 is a Match
Chr : 9 || GC : 1179 || CM : 78 is a Match
Chr : 19 || GC : 1180 || CM : 45 is a Match
Chr : 1 || GC : 1180 || CM : 164 is a Match
Chr : 1 || GC : 1180 || CM : 175 is a Match
Chr : 3 || GC : 1180 || CM : 170 is a Match
Chr : 16 || GC : 1181 || CM : 66 is a Match
Chr : 18 || GC : 1181 || CM : 82 is a Match
Chr : 8 || GC : 1182 || CM : 145 is a Match
Chr : 3 || GC : 1183 || CM : 147 is a Match
Chr : 4 || GC : 1183 || CM : 142 is a Match
Chr : 11 || GC : 1184 || CM : 119 is a Match
Chr : 18 || GC : 1184 || CM : 87 is a Match
Chr : 21 || GC : 1184 || CM : 18 is a Match
Chr : 4 || GC : 1184 || CM : 181 is a Match
Chr : 10 || GC : 1185 || CM : 37 is a Match
Chr : 9 || GC : 1185 || CM : 144 is a Match
Chr : 14 || GC : 1186 || CM : 50 is a Match
Chr : 3 || GC : 1186 || CM : 100 is a Match
Chr : 9 || GC : 1186 || CM : 49 is a Match
Chr : 1 || GC : 1187 || CM : 226 is a Match
Chr : 5 || GC : 1187 || CM : 91 is a Match
Chr : 7 || GC : 1187 || CM : 62 is a Match
Chr : 4 || GC : 1188 || CM : 95 is a Match
Chr : 5 || GC : 1189 || CM : 37 is a Match
Chr : 12 || GC : 1190 || CM : 131 is a Match
Chr : 5 || GC : 1190 || CM : 59 is a Match
Chr : 16 || GC : 1191 || CM : 65 is a Match
Chr : 2 || GC : 1191 || CM : 243 is a Match
Chr : 14 || GC : 1192 || CM : 34 is a Match
Chr : 10 || GC : 1193 || CM : 15 is a Match
Chr : 3 || GC : 1194 || CM : 0 is a Match
Chr : 4 || GC : 1194 || CM : 182 is a Match
Chr : 8 || GC : 1196 || CM : 48 is a Match
Chr : 10 || GC : 1197 || CM : 142 is a Match
Chr : 20 || GC : 1197 || CM : 65 is a Match
Chr : 5 || GC : 1198 || CM : 89 is a Match
Chr : 11 || GC : 1199 || CM : 127 is a Match
Chr : 14 || GC : 1199 || CM : 83 is a Match
Chr : 16 || GC : 1199 || CM : 107 is a Match
Chr : 5 || GC : 1199 || CM : 170 is a Match
Chr : 12 || GC : 1200 || CM : 22 is a Nopes
Chr : 2 || GC : 1200 || CM : 28 is a Match
Chr : 5 || GC : 1200 || CM : 82 is a Match
Chr : 7 || GC : 1200 || CM : 0 is a Nopes
Chr : 14 || GC : 1201 || CM : 20 is a Match
Chr : 17 || GC : 1201 || CM : 112 is a Match
Chr : 1 || GC : 1201 || CM : 208 is a Match
Chr : 2 || GC : 1201 || CM : 244 is a Match
Chr : 9 || GC : 1201 || CM : 17 is a Match
Chr : 4 || GC : 1202 || CM : 137 is a Match
Chr : 9 || GC : 1202 || CM : 75 is a Match
